OTU	HDZ-culi-430-S292	HDZ-culi-444-S296	HDZ-culi-445-S297	HDZ-culi-250-S150	HDZ-culi-408-S338	HDZ-culi-252-S152	HDZ-culi-040-S187	HDZ-culi-249-S149	HDZ-culi-192-S75	HDZ-culi-361-S184	HDZ-culi-026-S15	HDZ-culi-363-S209	HDZ-culi-362-S208	HDZ-culi-395-S272	HDZ-culi-085-S92	HDZ-culi-263-S166	HDZ-culi-253-S153	HDZ-culi-035-S185	HDZ-culi-426-S226	HDZ-culi-054-S192	HDZ-culi-226-S124	HDZ-culi-058-S63	HDZ-culi-203-S203	HDZ-culi-311-S120	HDZ-culi-381-S327	HDZ-culi-169-S244	HDZ-culi-254-S154	HDZ-culi-400-S331	HDZ-culi-235-S282	HDZ-culi-022-S31	HDZ-culi-065-S4	HDZ-culi-057-S233	HDZ-culi-221-S90	HDZ-culi-028-S16	HDZ-culi-258-S162	HDZ-culi-271-S311	HDZ-culi-197-S202	HDZ-culi-184-S248	HDZ-culi-390-S267	HDZ-culi-322-S133	HDZ-culi-013-S8	HDZ-culi-437-S253	HDZ-culi-078-S27	HDZ-culi-202-E1-S348b	HDZ-culi-270-S310	HDZ-culi-272-S312	HDZ-culi-317-S155	HDZ-culi-094-S66	HDZ-culi-018-S30	HDZ-culi-364-S210	HDZ-culi-071-S79	HDZ-culi-245-S145	HDZ-culi-269-S309	HDZ-culi-320-S131	HDZ-culi-345-S258	HDZ-culi-211-S106	HDZ-culi-201-E1-S347	HDZ-culi-047-S190	HDZ-culi-365-S211	HDZ-culi-398-S329	HDZ-culi-037-S186	HDZ-culi-273-S313	HDZ-culi-088-S234	HDZ-culi-405-S335	HDZ-culi-097-S91	HDZ-culi-240-S140	HDZ-culi-174-S247	HDZ-culi-176-S51	HDZ-culi-389-S266	HDZ-culi-076-S24	HDZ-culi-175-S61	HDZ-culi-156-S68	HDZ-culi-324-S135	HDZ-culi-241-S141	HDZ-culi-024-S19	HDZ-culi-264-S167	HDZ-culi-372-S218	HDZ-culi-274-S314	HDZ-culi-339-S252	HDZ-culi-039-S33	HDZ-culi-243-S143	HDZ-culi-327-S138	HDZ-culi-326-S137	HDZ-culi-102-S96	HDZ-culi-341-S170	HDZ-culi-238-S306	HDZ-culi-108-S60	HDZ-culi-373-S219	HDZ-culi-182-S52	HDZ-culi-401-S332	HDZ-culi-215-S108	HDZ-culi-220-S85	HDZ-culi-301-S110	HDZ-culi-434-S230	HDZ-culi-021-S7	HDZ-culi-084-S35	HDZ-culi-357-S180	HDZ-culi-091-S236	HDZ-culi-066-S5	HDZ-culi-450-S322	HDZ-culi-231-S278	HDZ-culi-230-S277	HDZ-culi-229-S130	HDZ-culi-236-S283	HDZ-culi-016-S21	HDZ-culi-328-S158	HDZ-culi-336-S159	HDZ-culi-190-S59	HDZ-culi-429-E1-S355	HDZ-culi-262-S165	HDZ-culi-348-S259	HDZ-culi-198-S88	HDZ-culi-394-S271	HDZ-culi-396-S273	HDZ-culi-383-S260	HDZ-culi-452-S344	HDZ-culi-181-S74	HDZ-culi-318-S156	HDZ-culi-305-S114	HDZ-culi-064-S2	HDZ-culi-319-S157	HDZ-culi-224-S123	HDZ-culi-350-S174	HDZ-culi-187-S71	HDZ-culi-014-S18	HDZ-culi-330-S323	HDZ-culi-087-S78	HDZ-culi-442-S294	HDZ-culi-347-S318	HDZ-culi-201-E1-S347b	HDZ-culi-180-S99	HDZ-culi-384-S261	HDZ-culi-433-S229	HDZ-culi-358-S181	HDZ-culi-429-E1-S355b	HDZ-culi-342-S171	HDZ-culi-388-S265	HDZ-culi-010-S23	HDZ-culi-053-S191	HDZ-culi-438-S275	HDZ-culi-077-S38	HDZ-culi-386-S263	HDZ-culi-310-S119	HDZ-culi-020-S12	HDZ-culi-089-S64	HDZ-culi-370-S216	HDZ-culi-352-S176	HDZ-culi-321-S132	HDZ-culi-098-S238	HDZ-culi-392-S269	HDZ-culi-042-S188	HDZ-culi-377-S287	HDZ-culi-266-S254	HDZ-culi-222-S109	HDZ-culi-163-S82	HDZ-culi-063-S1	HDZ-culi-046-S48	HDZ-culi-166-S197	HDZ-culi-196-S76	HDZ-culi-011-S10	HDZ-culi-168-S58	HDZ-culi-167-S198	HDZ-culi-204-S249	HDZ-culi-219-S81	HDZ-culi-308-S117	HDZ-culi-314-S126	HDZ-culi-060-S80	HDZ-culi-233-S280	HDZ-culi-227-S128	HDZ-culi-179-S98	HDZ-culi-375-S285	HDZ-culi-354-S177	HDZ-culi-038-S45	HDZ-culi-202-E1-S348	HDZ-culi-081-S40	HDZ-culi-028-S36	HDZ-culi-069-S193
cluster1514_HDZ-culi-085-S92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster146_HDZ-culi-433-S229	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster28_HDZ-culi-357-S180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster451_HDZ-culi-042-S188	0	0	5	35	0	0	4	0	5	0	0	0	0	0	13	0	0	0	0	4	0	0	18	0	0	0	4	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	37	0	0	0	0	0	0	0	4	0	0	0	0	14	6	9	0	5	0	0	0	0	15	0	4	0	0	13	0	0	5	0	0	5	0	4	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster679_HDZ-culi-245-S145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster338_HDZ-culi-452-S344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster217_HDZ-culi-336-S159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster925_HDZ-culi-249-S149	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
cluster7_HDZ-culi-430-S292	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster116_HDZ-culi-438-S275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1821_HDZ-culi-330-S323	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	5	0	0	0	0	0	4	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1907_HDZ-culi-184-S248	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster64_HDZ-culi-087-S78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1676_HDZ-culi-252-S152	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	4	6	0	0	0	0	0	0	4	0	0	0	4	0	11	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0
cluster2646_HDZ-culi-241-S141	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster57_HDZ-culi-088-S234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0
cluster294_HDZ-culi-240-S140	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster692_HDZ-culi-444-S296	0	4	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	33	0	0	0	0	20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
cluster1633_HDZ-culi-327-S138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster2349_HDZ-culi-317-S155	0	0	0	98	344	123	162	165	45	0	111	7	4	68	30	82	76	94	0	151	56	0	129	28	23	168	61	167	78	0	75	128	25	104	73	63	31	197	24	0	385	173	0	14	81	74	147	0	0	52	28	32	95	23	31	24	33	177	0	87	72	57	84	129	39	49	380	4	23	0	7	0	86	133	88	63	28	90	105	8	44	23	165	89	28	31	4	26	0	91	10	31	52	0	64	6	0	93	28	0	47	46	39	13	181	64	52	0	21	88	49	19	103	32	0	0	34	126	21	114	89	22	44	24	212	218	74	0	67	53	49	16	0	0	10	83	41	169	43	0	0	0	43	208	0	18	5	25	113	12	59	100	74	115	40	97	0	0	61	43	0	95	235	77	75	37	23	27	4	24	8	0	13	24	0	24	93
cluster2642_HDZ-culi-184-S248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1234_HDZ-culi-250-S150	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1977_HDZ-culi-437-S253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1838_HDZ-culi-230-S277	0	0	6	13	7	7	8	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	5	0	10	0	0	4	4	0	0	0	8	0	21	0	0	0	0	0	0	0	0	6	0	0	0	0	4	4	0	0	0	0	12	0	8	0	0	0	19	0	7	6	0	0	0	0	0	0	4	0	4	0	7	0	0	4	0	0	0	5	0	0	5	0	5	0	0	5	0	0	0	0	10	0	0	5	4	0	0	4	4	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	4	20	0	11	16	0	8	0	0	0	0	0	4	0	15	8	0	9	0	0	0	0	6	0	0	0	0	6	0	10	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
cluster2617_HDZ-culi-040-S187	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster2309_HDZ-culi-354-S177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
cluster1793_HDZ-culi-184-S248	0	0	0	331	110	32	54	131	38	8	29	14	65	14	19	41	38	66	0	127	62	0	46	9	50	94	38	233	39	0	40	55	9	27	57	128	25	256	22	0	21	20	0	8	105	149	94	0	0	0	0	40	40	43	26	10	36	53	4	130	24	101	96	119	5	107	133	0	13	0	0	0	13	82	19	58	33	91	53	0	8	29	44	23	63	13	0	33	0	30	23	10	22	0	4	0	4	84	7	0	28	46	0	36	31	88	11	0	0	140	17	23	24	15	11	0	4	34	15	63	33	5	38	16	20	243	19	0	39	10	15	12	0	0	0	59	85	6	22	0	0	0	46	122	0	15	18	12	140	5	12	109	60	35	27	56	0	0	9	4	0	104	30	51	72	52	38	25	8	17	10	8	0	13	0	4	79
cluster4805_HDZ-culi-097-S91	0	0	0	4	68	12	41	5	0	8	5	0	34	6	0	9	17	8	0	15	5	0	0	12	0	26	4	32	8	0	20	43	10	7	4	7	14	39	6	0	17	92	0	4	9	11	22	0	0	18	0	9	4	9	5	0	4	21	0	27	18	13	25	22	8	15	72	0	0	0	0	0	5	10	26	12	0	11	35	0	10	4	7	0	19	0	0	4	0	14	0	25	10	0	5	0	0	34	0	0	17	33	16	6	13	5	9	0	0	8	6	7	35	25	0	0	4	7	4	0	7	6	33	0	44	161	0	0	13	0	0	30	0	0	0	15	14	4	9	0	0	5	5	15	0	11	42	14	13	20	14	28	24	24	0	9	0	0	13	0	0	14	77	14	11	4	0	11	0	6	17	13	0	0	0	0	12
cluster1656_HDZ-culi-224-S123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster80_HDZ-culi-365-S211	6	0	0	10	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	11	5	0	0	13	0	0	0	4	0	0	0	28	8	0	0	10	0	23	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	21	0	0	38	0	0	0	0	0	0	0	0	0	74	0	0	0	0	10	0	0	96	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	11	0	6	0	0	19	0	6	0	0	13	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	71	86	0	0	0	0	0	8	0	8	0	0	0	0	5	25	0	10	184	0	14	0	5	0	4	0	0	0	0	48	47	0	0	0	0	0	0	34	0	0	0	0	228	0	4	0	0	0	0	6	0	0	0	0	0	27
cluster1515_HDZ-culi-166-S197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
